Date,Product,Plant,Qty,Reorder,InTransit
2024-08-05,TorqueMax 30 Induction Motor,Riverside Plant,461,100,146
2024-08-05,TorqueMax 30 Induction Motor,Rheinland Plant,354,75,174
2024-08-05,TorqueMax 60 Servo Motor,Riverside Plant,585,75,18
2024-08-05,TorqueMax 60 Servo Motor,Rheinland Plant,24,50,155
2024-08-05,SenseLine Temperature Sensor,Riverside Plant,237,50,65
2024-08-05,SenseLine Temperature Sensor,Rheinland Plant,190,150,185
2024-08-05,SenseLine Pressure Sensor,Riverside Plant,183,150,141
2024-08-05,SenseLine Pressure Sensor,Rheinland Plant,88,150,10
2024-08-05,SenseLine Vibration Sensor,Riverside Plant,304,50,70
2024-08-05,SenseLine Vibration Sensor,Rheinland Plant,247,50,44
2024-08-05,Pump Seal Kit,Riverside Plant,283,50,117
2024-08-05,Pump Seal Kit,Rheinland Plant,143,100,18
2024-08-05,Turbine Bearing Set,Riverside Plant,546,50,193
2024-08-05,Turbine Bearing Set,Rheinland Plant,445,100,197
2024-08-05,Pump Impeller,Riverside Plant,495,150,49
2024-08-05,Pump Impeller,Rheinland Plant,374,75,31
2024-08-05,Turbine Blade Set,Riverside Plant,64,100,42
2024-08-05,Turbine Blade Set,Rheinland Plant,386,100,120
2024-08-12,AquaFlow 100 Centrifugal Pump,Riverside Plant,442,100,184
2024-08-12,AquaFlow 100 Centrifugal Pump,Rheinland Plant,283,75,166
2024-08-12,AquaFlow 200 Centrifugal Pump,Riverside Plant,255,100,86
2024-08-12,AquaFlow 200 Centrifugal Pump,Rheinland Plant,85,100,143
2024-08-12,AquaFlow 350 Submersible Pump,Riverside Plant,417,150,181
2024-08-12,AquaFlow 350 Submersible Pump,Rheinland Plant,294,75,193
2024-08-12,AquaFlow 500 Booster Pump,Riverside Plant,73,150,124
2024-08-12,AquaFlow 500 Booster Pump,Rheinland Plant,147,75,118
2024-08-12,HelioGen 1000 Gas Turbine,Riverside Plant,250,50,54
2024-08-12,HelioGen 1000 Gas Turbine,Rheinland Plant,123,100,21
2024-08-12,HelioGen 2000 Gas Turbine,Riverside Plant,529,50,123
2024-08-12,HelioGen 2000 Gas Turbine,Rheinland Plant,70,75,66
2024-08-12,HelioGen 3000 Steam Turbine,Riverside Plant,439,150,67
2024-08-12,HelioGen 3000 Steam Turbine,Rheinland Plant,298,150,20
2024-08-12,FlowGuard 10 Control Valve,Riverside Plant,587,150,121
2024-08-12,FlowGuard 10 Control Valve,Rheinland Plant,239,150,159
2024-08-12,FlowGuard 25 Control Valve,Riverside Plant,520,75,7
2024-08-12,FlowGuard 25 Control Valve,Rheinland Plant,46,150,167
2024-08-12,FlowGuard 50 Safety Valve,Riverside Plant,88,75,94
2024-08-12,FlowGuard 50 Safety Valve,Rheinland Plant,29,100,16
2024-08-12,TorqueMax 15 Induction Motor,Riverside Plant,244,150,192
2024-08-12,TorqueMax 15 Induction Motor,Rheinland Plant,298,50,134
2024-08-12,TorqueMax 30 Induction Motor,Riverside Plant,98,50,146
2024-08-12,TorqueMax 30 Induction Motor,Rheinland Plant,414,50,44
2024-08-12,TorqueMax 60 Servo Motor,Riverside Plant,457,75,147
2024-08-12,TorqueMax 60 Servo Motor,Rheinland Plant,407,75,198
2024-08-12,SenseLine Temperature Sensor,Riverside Plant,304,50,128
2024-08-12,SenseLine Temperature Sensor,Rheinland Plant,406,50,86
2024-08-12,SenseLine Pressure Sensor,Riverside Plant,180,150,151
2024-08-12,SenseLine Pressure Sensor,Rheinland Plant,276,50,187
2024-08-12,SenseLine Vibration Sensor,Riverside Plant,60,75,80
2024-08-12,SenseLine Vibration Sensor,Rheinland Plant,300,50,107
2024-08-12,Pump Seal Kit,Riverside Plant,504,100,188
2024-08-12,Pump Seal Kit,Rheinland Plant,570,75,126
2024-08-12,Turbine Bearing Set,Riverside Plant,55,50,138
2024-08-12,Turbine Bearing Set,Rheinland Plant,491,150,126
2024-08-12,Pump Impeller,Riverside Plant,58,50,101
2024-08-12,Pump Impeller,Rheinland Plant,439,150,66
2024-08-12,Turbine Blade Set,Riverside Plant,292,75,192
2024-08-12,Turbine Blade Set,Rheinland Plant,338,150,136
2024-08-19,AquaFlow 100 Centrifugal Pump,Riverside Plant,432,50,17
2024-08-19,AquaFlow 100 Centrifugal Pump,Rheinland Plant,128,75,56
2024-08-19,AquaFlow 200 Centrifugal Pump,Riverside Plant,96,100,134
2024-08-19,AquaFlow 200 Centrifugal Pump,Rheinland Plant,426,75,27
2024-08-19,AquaFlow 350 Submersible Pump,Riverside Plant,497,150,36
2024-08-19,AquaFlow 350 Submersible Pump,Rheinland Plant,74,75,174
2024-08-19,AquaFlow 500 Booster Pump,Riverside Plant,530,150,158
2024-08-19,AquaFlow 500 Booster Pump,Rheinland Plant,287,50,178
2024-08-19,HelioGen 1000 Gas Turbine,Riverside Plant,468,75,171
2024-08-19,HelioGen 1000 Gas Turbine,Rheinland Plant,398,50,84
2024-08-19,HelioGen 2000 Gas Turbine,Riverside Plant,217,50,185
2024-08-19,HelioGen 2000 Gas Turbine,Rheinland Plant,278,150,159
2024-08-19,HelioGen 3000 Steam Turbine,Riverside Plant,299,75,111
2024-08-19,HelioGen 3000 Steam Turbine,Rheinland Plant,169,50,119
2024-08-19,FlowGuard 10 Control Valve,Riverside Plant,459,100,65
2024-08-19,FlowGuard 10 Control Valve,Rheinland Plant,587,50,146
2024-08-19,FlowGuard 25 Control Valve,Riverside Plant,180,100,35
2024-08-19,FlowGuard 25 Control Valve,Rheinland Plant,300,50,83
2024-08-19,FlowGuard 50 Safety Valve,Riverside Plant,164,50,51
2024-08-19,FlowGuard 50 Safety Valve,Rheinland Plant,211,100,72
2024-08-19,TorqueMax 15 Induction Motor,Riverside Plant,255,50,156
2024-08-19,TorqueMax 15 Induction Motor,Rheinland Plant,459,75,14
2024-08-19,TorqueMax 30 Induction Motor,Riverside Plant,369,150,118
2024-08-19,TorqueMax 30 Induction Motor,Rheinland Plant,70,150,160
2024-08-19,TorqueMax 60 Servo Motor,Riverside Plant,559,75,59
2024-08-19,TorqueMax 60 Servo Motor,Rheinland Plant,397,50,188
2024-08-19,SenseLine Temperature Sensor,Riverside Plant,500,75,125
2024-08-19,SenseLine Temperature Sensor,Rheinland Plant,324,100,174
2024-08-19,SenseLine Pressure Sensor,Riverside Plant,50,75,144
2024-08-19,SenseLine Pressure Sensor,Rheinland Plant,37,100,75
2024-08-19,SenseLine Vibration Sensor,Riverside Plant,115,50,118
2024-08-19,SenseLine Vibration Sensor,Rheinland Plant,503,150,12
2024-08-19,Pump Seal Kit,Riverside Plant,596,75,41
2024-08-19,Pump Seal Kit,Rheinland Plant,523,75,79
2024-08-19,Turbine Bearing Set,Riverside Plant,417,150,170
2024-08-19,Turbine Bearing Set,Rheinland Plant,373,75,141
2024-08-19,Pump Impeller,Riverside Plant,283,100,172
2024-08-19,Pump Impeller,Rheinland Plant,134,50,59
2024-08-19,Turbine Blade Set,Riverside Plant,362,100,169
2024-08-19,Turbine Blade Set,Rheinland Plant,234,150,84
2024-08-26,AquaFlow 100 Centrifugal Pump,Riverside Plant,57,50,113
2024-08-26,AquaFlow 100 Centrifugal Pump,Rheinland Plant,410,50,26
2024-08-26,AquaFlow 200 Centrifugal Pump,Riverside Plant,141,100,92
2024-08-26,AquaFlow 200 Centrifugal Pump,Rheinland Plant,353,50,101
2024-08-26,AquaFlow 350 Submersible Pump,Riverside Plant,56,150,112
2024-08-26,AquaFlow 350 Submersible Pump,Rheinland Plant,187,150,155
2024-08-26,AquaFlow 500 Booster Pump,Riverside Plant,148,100,59
2024-08-26,AquaFlow 500 Booster Pump,Rheinland Plant,226,50,175
2024-08-26,HelioGen 1000 Gas Turbine,Riverside Plant,305,50,47
2024-08-26,HelioGen 1000 Gas Turbine,Rheinland Plant,127,150,142
2024-08-26,HelioGen 2000 Gas Turbine,Riverside Plant,368,50,2
2024-08-26,HelioGen 2000 Gas Turbine,Rheinland Plant,274,75,147
2024-08-26,HelioGen 3000 Steam Turbine,Riverside Plant,299,75,124
2024-08-26,HelioGen 3000 Steam Turbine,Rheinland Plant,0,100,60
2024-08-26,FlowGuard 10 Control Valve,Riverside Plant,482,100,163
2024-08-26,FlowGuard 10 Control Valve,Rheinland Plant,232,50,15
2024-08-26,FlowGuard 25 Control Valve,Riverside Plant,549,75,140
2024-08-26,FlowGuard 25 Control Valve,Rheinland Plant,161,150,60
2024-08-26,FlowGuard 50 Safety Valve,Riverside Plant,432,50,24
2024-08-26,FlowGuard 50 Safety Valve,Rheinland Plant,66,150,138
2024-08-26,TorqueMax 15 Induction Motor,Riverside Plant,411,50,122
2024-08-26,TorqueMax 15 Induction Motor,Rheinland Plant,292,100,145
2024-08-26,TorqueMax 30 Induction Motor,Riverside Plant,533,50,118
2024-08-26,TorqueMax 30 Induction Motor,Rheinland Plant,401,100,128
2024-08-26,TorqueMax 60 Servo Motor,Riverside Plant,81,100,186
2024-08-26,TorqueMax 60 Servo Motor,Rheinland Plant,563,150,170
2024-08-26,SenseLine Temperature Sensor,Riverside Plant,552,100,193
2024-08-26,SenseLine Temperature Sensor,Rheinland Plant,556,100,170
2024-08-26,SenseLine Pressure Sensor,Riverside Plant,489,50,142
2024-08-26,SenseLine Pressure Sensor,Rheinland Plant,592,150,184
2024-08-26,SenseLine Vibration Sensor,Riverside Plant,144,50,59
2024-08-26,SenseLine Vibration Sensor,Rheinland Plant,230,100,159
2024-08-26,Pump Seal Kit,Riverside Plant,138,150,9
2024-08-26,Pump Seal Kit,Rheinland Plant,570,50,120
2024-08-26,Turbine Bearing Set,Riverside Plant,233,50,186
2024-08-26,Turbine Bearing Set,Rheinland Plant,109,150,34
2024-08-26,Pump Impeller,Riverside Plant,29,75,121
2024-08-26,Pump Impeller,Rheinland Plant,45,150,149
2024-08-26,Turbine Blade Set,Riverside Plant,32,150,92
2024-08-26,Turbine Blade Set,Rheinland Plant,546,75,26
2024-09-02,AquaFlow 100 Centrifugal Pump,Riverside Plant,587,100,140
2024-09-02,AquaFlow 100 Centrifugal Pump,Rheinland Plant,117,100,138
2024-09-02,AquaFlow 200 Centrifugal Pump,Riverside Plant,511,50,60
2024-09-02,AquaFlow 200 Centrifugal Pump,Rheinland Plant,178,75,183
2024-09-02,AquaFlow 350 Submersible Pump,Riverside Plant,34,150,85
2024-09-02,AquaFlow 350 Submersible Pump,Rheinland Plant,74,150,181
2024-09-02,AquaFlow 500 Booster Pump,Riverside Plant,84,150,178
2024-09-02,AquaFlow 500 Booster Pump,Rheinland Plant,155,150,54
2024-09-02,HelioGen 1000 Gas Turbine,Riverside Plant,327,75,2
2024-09-02,HelioGen 1000 Gas Turbine,Rheinland Plant,28,150,180
2024-09-02,HelioGen 2000 Gas Turbine,Riverside Plant,377,100,15
2024-09-02,HelioGen 2000 Gas Turbine,Rheinland Plant,315,75,184
2024-09-02,HelioGen 3000 Steam Turbine,Riverside Plant,332,75,83
2024-09-02,HelioGen 3000 Steam Turbine,Rheinland Plant,386,75,191
2024-09-02,FlowGuard 10 Control Valve,Riverside Plant,11,75,183
2024-09-02,FlowGuard 10 Control Valve,Rheinland Plant,17,75,83
2024-09-02,FlowGuard 25 Control Valve,Riverside Plant,147,100,162
2024-09-02,FlowGuard 25 Control Valve,Rheinland Plant,501,100,138
2024-09-02,FlowGuard 50 Safety Valve,Riverside Plant,535,100,50
2024-09-02,FlowGuard 50 Safety Valve,Rheinland Plant,423,75,45
2024-09-02,TorqueMax 15 Induction Motor,Riverside Plant,68,150,189
2024-09-02,TorqueMax 15 Induction Motor,Rheinland Plant,241,75,158
2024-09-02,TorqueMax 30 Induction Motor,Riverside Plant,166,50,151
2024-09-02,TorqueMax 30 Induction Motor,Rheinland Plant,125,50,150
2024-09-02,TorqueMax 60 Servo Motor,Riverside Plant,16,150,21
2024-09-02,TorqueMax 60 Servo Motor,Rheinland Plant,192,75,143
2024-09-02,SenseLine Temperature Sensor,Riverside Plant,42,100,25
2024-09-02,SenseLine Temperature Sensor,Rheinland Plant,245,75,185
2024-09-02,SenseLine Pressure Sensor,Riverside Plant,250,50,178
2024-09-02,SenseLine Pressure Sensor,Rheinland Plant,392,100,108
2024-09-02,SenseLine Vibration Sensor,Riverside Plant,219,75,47
2024-09-02,SenseLine Vibration Sensor,Rheinland Plant,34,75,187
2024-09-02,Pump Seal Kit,Riverside Plant,187,150,9
2024-09-02,Pump Seal Kit,Rheinland Plant,320,50,123
2024-09-02,Turbine Bearing Set,Riverside Plant,21,50,105
2024-09-02,Turbine Bearing Set,Rheinland Plant,77,100,194
2024-09-02,Pump Impeller,Riverside Plant,158,75,168
2024-09-02,Pump Impeller,Rheinland Plant,279,100,124
2024-09-02,Turbine Blade Set,Riverside Plant,264,75,193
2024-09-02,Turbine Blade Set,Rheinland Plant,255,75,194
2024-09-09,AquaFlow 100 Centrifugal Pump,Riverside Plant,487,100,0
2024-09-09,AquaFlow 100 Centrifugal Pump,Rheinland Plant,231,100,34
2024-09-09,AquaFlow 200 Centrifugal Pump,Riverside Plant,174,50,65
2024-09-09,AquaFlow 200 Centrifugal Pump,Rheinland Plant,98,75,67
2024-09-09,AquaFlow 350 Submersible Pump,Riverside Plant,541,50,9
2024-09-09,AquaFlow 350 Submersible Pump,Rheinland Plant,546,150,122
2024-09-09,AquaFlow 500 Booster Pump,Riverside Plant,221,100,180
2024-09-09,AquaFlow 500 Booster Pump,Rheinland Plant,116,150,145
2024-09-09,HelioGen 1000 Gas Turbine,Riverside Plant,445,150,164
2024-09-09,HelioGen 1000 Gas Turbine,Rheinland Plant,468,150,113
2024-09-09,HelioGen 2000 Gas Turbine,Riverside Plant,13,75,171
2024-09-09,HelioGen 2000 Gas Turbine,Rheinland Plant,428,100,29
2024-09-09,HelioGen 3000 Steam Turbine,Riverside Plant,430,75,141
2024-09-09,HelioGen 3000 Steam Turbine,Rheinland Plant,358,150,77
2024-09-09,FlowGuard 10 Control Valve,Riverside Plant,390,100,118
2024-09-09,FlowGuard 10 Control Valve,Rheinland Plant,560,150,156
2024-09-09,FlowGuard 25 Control Valve,Riverside Plant,30,100,72
2024-09-09,FlowGuard 25 Control Valve,Rheinland Plant,439,50,138
2024-09-09,FlowGuard 50 Safety Valve,Riverside Plant,588,100,73
2024-09-09,FlowGuard 50 Safety Valve,Rheinland Plant,375,50,114
2024-09-09,TorqueMax 15 Induction Motor,Riverside Plant,495,100,159
2024-09-09,TorqueMax 15 Induction Motor,Rheinland Plant,122,150,95
2024-09-09,TorqueMax 30 Induction Motor,Riverside Plant,585,100,149
2024-09-09,TorqueMax 30 Induction Motor,Rheinland Plant,129,150,85
2024-09-09,TorqueMax 60 Servo Motor,Riverside Plant,256,75,20
2024-09-09,TorqueMax 60 Servo Motor,Rheinland Plant,203,50,24
2024-09-09,SenseLine Temperature Sensor,Riverside Plant,206,50,54
2024-09-09,SenseLine Temperature Sensor,Rheinland Plant,146,150,187
2024-09-09,SenseLine Pressure Sensor,Riverside Plant,493,75,55
2024-09-09,SenseLine Pressure Sensor,Rheinland Plant,303,50,51
2024-09-09,SenseLine Vibration Sensor,Riverside Plant,367,75,23
2024-09-09,SenseLine Vibration Sensor,Rheinland Plant,386,150,22
2024-09-09,Pump Seal Kit,Riverside Plant,315,150,144
2024-09-09,Pump Seal Kit,Rheinland Plant,80,75,198
2024-09-09,Turbine Bearing Set,Riverside Plant,567,50,106
2024-09-09,Turbine Bearing Set,Rheinland Plant,590,50,32
2024-09-09,Pump Impeller,Riverside Plant,276,75,69
2024-09-09,Pump Impeller,Rheinland Plant,546,100,36
2024-09-09,Turbine Blade Set,Riverside Plant,239,100,193
2024-09-09,Turbine Blade Set,Rheinland Plant,335,150,38
2024-09-16,AquaFlow 100 Centrifugal Pump,Riverside Plant,146,50,190
2024-09-16,AquaFlow 100 Centrifugal Pump,Rheinland Plant,157,50,49
2024-09-16,AquaFlow 200 Centrifugal Pump,Riverside Plant,555,50,63
2024-09-16,AquaFlow 200 Centrifugal Pump,Rheinland Plant,16,100,187
2024-09-16,AquaFlow 350 Submersible Pump,Riverside Plant,2,150,155
2024-09-16,AquaFlow 350 Submersible Pump,Rheinland Plant,554,50,33
2024-09-16,AquaFlow 500 Booster Pump,Riverside Plant,250,150,81
2024-09-16,AquaFlow 500 Booster Pump,Rheinland Plant,379,100,0
2024-09-16,HelioGen 1000 Gas Turbine,Riverside Plant,172,75,4
2024-09-16,HelioGen 1000 Gas Turbine,Rheinland Plant,311,50,21
2024-09-16,HelioGen 2000 Gas Turbine,Riverside Plant,19,150,1
2024-09-16,HelioGen 2000 Gas Turbine,Rheinland Plant,392,50,131
2024-09-16,HelioGen 3000 Steam Turbine,Riverside Plant,108,75,77
2024-09-16,HelioGen 3000 Steam Turbine,Rheinland Plant,117,50,70
2024-09-16,FlowGuard 10 Control Valve,Riverside Plant,36,50,39
2024-09-16,FlowGuard 10 Control Valve,Rheinland Plant,71,50,47
2024-09-16,FlowGuard 25 Control Valve,Riverside Plant,234,150,118
2024-09-16,FlowGuard 25 Control Valve,Rheinland Plant,120,100,39
2024-09-16,FlowGuard 50 Safety Valve,Riverside Plant,558,75,87
2024-09-16,FlowGuard 50 Safety Valve,Rheinland Plant,228,100,141
2024-09-16,TorqueMax 15 Induction Motor,Riverside Plant,593,100,19
2024-09-16,TorqueMax 15 Induction Motor,Rheinland Plant,459,100,171
2024-09-16,TorqueMax 30 Induction Motor,Riverside Plant,224,100,21
2024-09-16,TorqueMax 30 Induction Motor,Rheinland Plant,450,75,35
2024-09-16,TorqueMax 60 Servo Motor,Riverside Plant,114,100,98
2024-09-16,TorqueMax 60 Servo Motor,Rheinland Plant,329,50,111
2024-09-16,SenseLine Temperature Sensor,Riverside Plant,248,50,70
2024-09-16,SenseLine Temperature Sensor,Rheinland Plant,539,100,174
2024-09-16,SenseLine Pressure Sensor,Riverside Plant,125,150,172
2024-09-16,SenseLine Pressure Sensor,Rheinland Plant,327,150,117
2024-09-16,SenseLine Vibration Sensor,Riverside Plant,136,75,20
2024-09-16,SenseLine Vibration Sensor,Rheinland Plant,52,150,4
2024-09-16,Pump Seal Kit,Riverside Plant,532,150,94
2024-09-16,Pump Seal Kit,Rheinland Plant,526,150,75
2024-09-16,Turbine Bearing Set,Riverside Plant,362,100,46
2024-09-16,Turbine Bearing Set,Rheinland Plant,303,150,163
2024-09-16,Pump Impeller,Riverside Plant,149,150,67
2024-09-16,Pump Impeller,Rheinland Plant,312,150,171
2024-09-16,Turbine Blade Set,Riverside Plant,128,50,159
2024-09-16,Turbine Blade Set,Rheinland Plant,341,100,164
2024-09-23,AquaFlow 100 Centrifugal Pump,Riverside Plant,334,150,72
2024-09-23,AquaFlow 100 Centrifugal Pump,Rheinland Plant,125,100,182
2024-09-23,AquaFlow 200 Centrifugal Pump,Riverside Plant,235,100,86
2024-09-23,AquaFlow 200 Centrifugal Pump,Rheinland Plant,8,75,13
2024-09-23,AquaFlow 350 Submersible Pump,Riverside Plant,505,50,146
2024-09-23,AquaFlow 350 Submersible Pump,Rheinland Plant,126,50,82
2024-09-23,AquaFlow 500 Booster Pump,Riverside Plant,159,50,22
2024-09-23,AquaFlow 500 Booster Pump,Rheinland Plant,491,100,101
2024-09-23,HelioGen 1000 Gas Turbine,Riverside Plant,577,75,14
2024-09-23,HelioGen 1000 Gas Turbine,Rheinland Plant,293,50,152
2024-09-23,HelioGen 2000 Gas Turbine,Riverside Plant,215,100,165
2024-09-23,HelioGen 2000 Gas Turbine,Rheinland Plant,86,50,67
2024-09-23,HelioGen 3000 Steam Turbine,Riverside Plant,130,50,67
2024-09-23,HelioGen 3000 Steam Turbine,Rheinland Plant,229,100,196
2024-09-23,FlowGuard 10 Control Valve,Riverside Plant,434,100,120
2024-09-23,FlowGuard 10 Control Valve,Rheinland Plant,236,75,154
2024-09-23,FlowGuard 25 Control Valve,Riverside Plant,275,100,21
2024-09-23,FlowGuard 25 Control Valve,Rheinland Plant,129,75,103
2024-09-23,FlowGuard 50 Safety Valve,Riverside Plant,313,75,163
2024-09-23,FlowGuard 50 Safety Valve,Rheinland Plant,195,75,119
2024-09-23,TorqueMax 15 Induction Motor,Riverside Plant,486,150,98
2024-09-23,TorqueMax 15 Induction Motor,Rheinland Plant,279,75,36
2024-09-23,TorqueMax 30 Induction Motor,Riverside Plant,310,150,131
2024-09-23,TorqueMax 30 Induction Motor,Rheinland Plant,436,150,181
2024-09-23,TorqueMax 60 Servo Motor,Riverside Plant,546,50,13
2024-09-23,TorqueMax 60 Servo Motor,Rheinland Plant,443,50,133
2024-09-23,SenseLine Temperature Sensor,Riverside Plant,323,75,61
2024-09-23,SenseLine Temperature Sensor,Rheinland Plant,412,100,140
2024-09-23,SenseLine Pressure Sensor,Riverside Plant,200,100,102
2024-09-23,SenseLine Pressure Sensor,Rheinland Plant,389,50,134
2024-09-23,SenseLine Vibration Sensor,Riverside Plant,360,100,104
2024-09-23,SenseLine Vibration Sensor,Rheinland Plant,20,150,40
2024-09-23,Pump Seal Kit,Riverside Plant,172,75,15
2024-09-23,Pump Seal Kit,Rheinland Plant,72,150,142
2024-09-23,Turbine Bearing Set,Riverside Plant,8,150,145
2024-09-23,Turbine Bearing Set,Rheinland Plant,69,150,33
2024-09-23,Pump Impeller,Riverside Plant,4,150,0
2024-09-23,Pump Impeller,Rheinland Plant,41,150,46
2024-09-23,Turbine Blade Set,Riverside Plant,151,100,188
2024-09-23,Turbine Blade Set,Rheinland Plant,276,100,128
2024-09-30,AquaFlow 100 Centrifugal Pump,Riverside Plant,308,150,114
2024-09-30,AquaFlow 100 Centrifugal Pump,Rheinland Plant,232,100,132
2024-09-30,AquaFlow 200 Centrifugal Pump,Riverside Plant,107,75,191
2024-09-30,AquaFlow 200 Centrifugal Pump,Rheinland Plant,388,100,19
2024-09-30,AquaFlow 350 Submersible Pump,Riverside Plant,456,150,190
2024-09-30,AquaFlow 350 Submersible Pump,Rheinland Plant,271,100,9
2024-09-30,AquaFlow 500 Booster Pump,Riverside Plant,59,75,45
2024-09-30,AquaFlow 500 Booster Pump,Rheinland Plant,154,150,152
2024-09-30,HelioGen 1000 Gas Turbine,Riverside Plant,352,75,188
2024-09-30,HelioGen 1000 Gas Turbine,Rheinland Plant,405,75,110
2024-09-30,HelioGen 2000 Gas Turbine,Riverside Plant,275,150,185
2024-09-30,HelioGen 2000 Gas Turbine,Rheinland Plant,545,100,87
2024-09-30,HelioGen 3000 Steam Turbine,Riverside Plant,178,100,192
2024-09-30,HelioGen 3000 Steam Turbine,Rheinland Plant,23,100,153
2024-09-30,FlowGuard 10 Control Valve,Riverside Plant,10,75,184
2024-09-30,FlowGuard 10 Control Valve,Rheinland Plant,415,50,54
2024-09-30,FlowGuard 25 Control Valve,Riverside Plant,464,75,125
2024-09-30,FlowGuard 25 Control Valve,Rheinland Plant,568,100,65
2024-09-30,FlowGuard 50 Safety Valve,Riverside Plant,6,100,7
2024-09-30,FlowGuard 50 Safety Valve,Rheinland Plant,102,75,78
2024-09-30,TorqueMax 15 Induction Motor,Riverside Plant,47,150,114
2024-09-30,TorqueMax 15 Induction Motor,Rheinland Plant,398,100,58
2024-09-30,TorqueMax 30 Induction Motor,Riverside Plant,236,75,31
2024-09-30,TorqueMax 30 Induction Motor,Rheinland Plant,321,50,142
2024-09-30,TorqueMax 60 Servo Motor,Riverside Plant,493,100,16
2024-09-30,TorqueMax 60 Servo Motor,Rheinland Plant,556,150,134
2024-09-30,SenseLine Temperature Sensor,Riverside Plant,80,75,158
2024-09-30,SenseLine Temperature Sensor,Rheinland Plant,162,50,111
2024-09-30,SenseLine Pressure Sensor,Riverside Plant,574,150,61
2024-09-30,SenseLine Pressure Sensor,Rheinland Plant,297,150,87
2024-09-30,SenseLine Vibration Sensor,Riverside Plant,415,150,183
2024-09-30,SenseLine Vibration Sensor,Rheinland Plant,487,75,188
