PO_Number,Date,VendorName,Plant,Qty,UnitCost,Amount,PromisedDays,ActualDays,OnTime
500310,2024-07-20,GE Power Systems,Riverside Plant,186,72.99,13576.14,25,28,False
500311,2024-07-21,FastenRight Supply,Rheinland Plant,538,414.13,222801.94,20,18,True
500312,2024-07-21,Siemens Industrial,Rheinland Plant,550,477.39,262564.5,3,9,False
500313,2024-07-21,ElectroParts Co,Riverside Plant,101,427.43,43170.43,10,11,False
500314,2024-07-21,GE Power Systems,Riverside Plant,220,421.86,92809.2,11,15,False
500315,2024-07-21,ElectroParts Co,Rheinland Plant,94,131.95,12403.3,22,31,False
500316,2024-07-22,FastenRight Supply,Riverside Plant,653,419.75,274096.75,26,29,False
500317,2024-07-22,GE Power Systems,Riverside Plant,72,208.26,14994.72,11,13,False
500318,2024-07-22,PrecisionCast Foundry,Riverside Plant,796,247.43,196954.28,27,37,False
500319,2024-07-22,ElectroParts Co,Rheinland Plant,779,114.47,89172.13,27,26,True
500320,2024-07-22,SealTech Polymers,Rheinland Plant,872,109.73,95684.56,14,20,False
500321,2024-07-23,ElectroParts Co,Rheinland Plant,171,299.93,51288.03,24,35,False
500322,2024-07-23,PrecisionCast Foundry,Rheinland Plant,414,475.48,196848.72,12,13,False
500323,2024-07-23,CopperLine Metals,Riverside Plant,258,99.06,25557.48,9,18,False
500324,2024-07-23,SealTech Polymers,Rheinland Plant,360,426.58,153568.8,9,19,False
500325,2024-07-24,SealTech Polymers,Rheinland Plant,857,178.59,153051.63,5,10,False
500326,2024-07-24,FastenRight Supply,Riverside Plant,66,197.09,13007.94,29,29,True
500327,2024-07-24,Siemens Industrial,Rheinland Plant,998,310.64,310018.72,27,25,True
500328,2024-07-24,GE Power Systems,Rheinland Plant,550,314.5,172975.0,22,31,False
500329,2024-07-24,GE Power Systems,Riverside Plant,974,78.1,76069.4,15,19,False
500330,2024-07-24,Siemens Industrial,Riverside Plant,109,194.93,21247.37,24,35,False
500331,2024-07-24,FastenRight Supply,Rheinland Plant,665,130.08,86503.2,29,30,False
500332,2024-07-25,FastenRight Supply,Rheinland Plant,842,282.94,238235.48,14,21,False
500333,2024-07-25,NordSteel AG,Rheinland Plant,790,168.13,132822.7,28,31,False
500334,2024-07-25,PrecisionCast Foundry,Rheinland Plant,583,444.34,259050.22,27,25,True
500335,2024-07-25,NordSteel AG,Rheinland Plant,498,404.3,201341.4,29,32,False
500336,2024-07-25,BearingWorks Ltd,Rheinland Plant,47,359.56,16899.32,5,10,False
500337,2024-07-25,Honeywell Sensing,Riverside Plant,125,94.54,11817.5,28,27,True
500338,2024-07-26,SealTech Polymers,Riverside Plant,546,459.23,250739.58,12,15,False
500339,2024-07-26,NordSteel AG,Riverside Plant,633,428.09,270980.97,18,28,False
500340,2024-07-26,BearingWorks Ltd,Riverside Plant,482,260.48,125551.36,19,29,False
500341,2024-07-26,Siemens Industrial,Riverside Plant,757,184.1,139363.7,29,35,False
500342,2024-07-26,Honeywell Sensing,Rheinland Plant,879,367.46,322997.34,15,19,False
500343,2024-07-26,GE Power Systems,Riverside Plant,351,18.7,6563.7,20,28,False
500344,2024-07-26,PrecisionCast Foundry,Riverside Plant,665,290.89,193441.85,27,35,False
500345,2024-07-26,SealTech Polymers,Riverside Plant,454,407.31,184918.74,9,13,False
500346,2024-07-27,NordSteel AG,Rheinland Plant,270,99.07,26748.9,18,27,False
500347,2024-07-27,Siemens Industrial,Riverside Plant,662,330.58,218843.96,9,8,True
500348,2024-07-27,Siemens Industrial,Riverside Plant,147,470.83,69212.01,3,7,False
500349,2024-07-27,NordSteel AG,Riverside Plant,137,480.55,65835.35,7,16,False
500350,2024-07-27,BearingWorks Ltd,Riverside Plant,927,211.99,196514.73,25,31,False
500351,2024-07-27,BearingWorks Ltd,Rheinland Plant,566,395.93,224096.38,13,21,False
500352,2024-07-28,SealTech Polymers,Riverside Plant,920,66.31,61005.2,5,4,True
500353,2024-07-28,FastenRight Supply,Rheinland Plant,821,402.77,330674.17,23,22,True
500354,2024-07-28,SealTech Polymers,Rheinland Plant,660,356.29,235151.4,15,20,False
500355,2024-07-28,Siemens Industrial,Rheinland Plant,123,271.09,33344.07,3,13,False
500356,2024-07-28,BearingWorks Ltd,Rheinland Plant,961,180.6,173556.6,17,18,False
500357,2024-07-28,Honeywell Sensing,Riverside Plant,564,58.83,33180.12,21,26,False
500358,2024-07-28,Siemens Industrial,Rheinland Plant,575,216.17,124297.75,19,20,False
500359,2024-07-29,GE Power Systems,Riverside Plant,763,403.44,307824.72,5,16,False
500360,2024-07-29,Honeywell Sensing,Riverside Plant,112,159.44,17857.28,21,28,False
500361,2024-07-29,GE Power Systems,Riverside Plant,847,104.45,88469.15,10,8,True
500362,2024-07-29,Siemens Industrial,Riverside Plant,649,29.04,18846.96,21,28,False
500363,2024-07-29,CopperLine Metals,Riverside Plant,870,436.28,379563.6,9,7,True
500364,2024-07-29,Siemens Industrial,Riverside Plant,473,227.17,107451.41,26,35,False
500365,2024-07-30,ElectroParts Co,Riverside Plant,664,161.18,107023.52,28,28,True
500366,2024-07-30,Siemens Industrial,Riverside Plant,798,308.09,245855.82,25,35,False
500367,2024-07-30,PrecisionCast Foundry,Rheinland Plant,152,341.48,51904.96,11,9,True
500368,2024-07-30,NordSteel AG,Riverside Plant,185,167.66,31017.1,14,18,False
500369,2024-07-30,PrecisionCast Foundry,Rheinland Plant,842,460.08,387387.36,14,21,False
500370,2024-07-30,ElectroParts Co,Riverside Plant,413,130.56,53921.28,5,15,False
500371,2024-07-30,BearingWorks Ltd,Rheinland Plant,20,364.21,7284.2,20,28,False
500372,2024-07-30,Siemens Industrial,Riverside Plant,155,472.67,73263.85,17,19,False
500373,2024-07-30,PrecisionCast Foundry,Riverside Plant,280,123.12,34473.6,4,7,False
500374,2024-07-30,Siemens Industrial,Riverside Plant,238,411.19,97863.22,15,18,False
500375,2024-07-31,SealTech Polymers,Riverside Plant,398,282.43,112407.14,4,13,False
500376,2024-07-31,Honeywell Sensing,Rheinland Plant,524,14.69,7697.56,16,21,False
500377,2024-07-31,NordSteel AG,Riverside Plant,423,239.96,101503.08,21,29,False
500378,2024-07-31,PrecisionCast Foundry,Rheinland Plant,448,366.75,164304.0,4,9,False
500379,2024-07-31,Honeywell Sensing,Riverside Plant,43,473.31,20352.33,16,20,False
500380,2024-07-31,Honeywell Sensing,Riverside Plant,705,271.58,191463.9,26,33,False
500381,2024-08-01,NordSteel AG,Rheinland Plant,923,97.89,90352.47,10,14,False
500382,2024-08-01,ElectroParts Co,Rheinland Plant,532,405.57,215763.24,20,22,False
500383,2024-08-01,SealTech Polymers,Riverside Plant,457,261.91,119692.87,8,12,False
500384,2024-08-01,ElectroParts Co,Rheinland Plant,89,460.97,41026.33,18,20,False
500385,2024-08-01,BearingWorks Ltd,Rheinland Plant,47,303.8,14278.6,28,29,False
500386,2024-08-02,PrecisionCast Foundry,Rheinland Plant,194,83.56,16210.64,14,14,True
500387,2024-08-02,NordSteel AG,Rheinland Plant,120,439.57,52748.4,8,11,False
500388,2024-08-02,Siemens Industrial,Riverside Plant,587,397.05,233068.35,13,19,False
500389,2024-08-02,Siemens Industrial,Rheinland Plant,780,347.97,271416.6,6,5,True
500390,2024-08-03,FastenRight Supply,Rheinland Plant,342,201.3,68844.6,13,12,True
500391,2024-08-03,SealTech Polymers,Rheinland Plant,777,267.73,208026.21,13,24,False
500392,2024-08-03,NordSteel AG,Riverside Plant,401,439.25,176139.25,7,13,False
500393,2024-08-03,ElectroParts Co,Rheinland Plant,65,260.35,16922.75,24,23,True
500394,2024-08-03,GE Power Systems,Rheinland Plant,250,396.83,99207.5,6,5,True
500395,2024-08-04,PrecisionCast Foundry,Rheinland Plant,989,269.71,266743.19,21,32,False
500396,2024-08-04,PrecisionCast Foundry,Riverside Plant,93,42.24,3928.32,11,16,False
500397,2024-08-04,CopperLine Metals,Rheinland Plant,931,216.94,201971.14,15,14,True
500398,2024-08-04,SealTech Polymers,Riverside Plant,738,347.42,256395.96,12,11,True
500399,2024-08-04,Honeywell Sensing,Rheinland Plant,616,120.95,74505.2,14,19,False
500400,2024-08-04,CopperLine Metals,Rheinland Plant,507,347.13,175994.91,24,27,False
500401,2024-08-04,NordSteel AG,Riverside Plant,263,436.22,114725.86,11,11,True
500402,2024-08-04,Siemens Industrial,Riverside Plant,216,493.5,106596.0,14,21,False
500403,2024-08-04,Siemens Industrial,Rheinland Plant,95,371.56,35298.2,21,29,False
500404,2024-08-04,ElectroParts Co,Rheinland Plant,13,297.47,3867.11,10,12,False
500405,2024-08-04,FastenRight Supply,Rheinland Plant,352,282.78,99538.56,19,29,False
500406,2024-08-05,FastenRight Supply,Riverside Plant,496,307.42,152480.32,18,23,False
500407,2024-08-05,Siemens Industrial,Rheinland Plant,226,43.12,9745.12,29,32,False
500408,2024-08-05,ElectroParts Co,Rheinland Plant,827,465.62,385067.74,26,24,True
500409,2024-08-05,Siemens Industrial,Riverside Plant,314,114.6,35984.4,21,30,False
500410,2024-08-05,PrecisionCast Foundry,Rheinland Plant,259,182.62,47298.58,28,29,False
500411,2024-08-06,Siemens Industrial,Riverside Plant,496,81.73,40538.08,15,19,False
500412,2024-08-06,BearingWorks Ltd,Riverside Plant,95,377.18,35832.1,11,18,False
500413,2024-08-06,GE Power Systems,Rheinland Plant,725,337.61,244767.25,20,29,False
500414,2024-08-07,GE Power Systems,Rheinland Plant,853,470.8,401592.4,12,14,False
500415,2024-08-07,FastenRight Supply,Rheinland Plant,646,183.59,118599.14,8,14,False
500416,2024-08-07,Siemens Industrial,Rheinland Plant,151,348.61,52640.11,10,13,False
500417,2024-08-07,SealTech Polymers,Rheinland Plant,650,28.61,18596.5,23,32,False
500418,2024-08-07,SealTech Polymers,Rheinland Plant,604,56.96,34403.84,13,15,False
500419,2024-08-07,BearingWorks Ltd,Riverside Plant,559,333.25,186286.75,28,31,False
500420,2024-08-07,BearingWorks Ltd,Riverside Plant,735,202.55,148874.25,6,17,False
500421,2024-08-07,NordSteel AG,Rheinland Plant,13,301.29,3916.77,28,30,False
500422,2024-08-07,GE Power Systems,Riverside Plant,795,391.79,311473.05,19,30,False
500423,2024-08-08,CopperLine Metals,Rheinland Plant,991,406.29,402633.39,21,32,False
500424,2024-08-08,FastenRight Supply,Riverside Plant,931,57.04,53104.24,23,29,False
500425,2024-08-08,GE Power Systems,Riverside Plant,629,242.27,152387.83,7,12,False
500426,2024-08-08,Siemens Industrial,Rheinland Plant,604,239.08,144404.32,27,32,False
500427,2024-08-08,NordSteel AG,Riverside Plant,995,450.04,447789.8,26,36,False
500428,2024-08-08,FastenRight Supply,Riverside Plant,277,300.59,83263.43,23,30,False
500429,2024-08-08,Honeywell Sensing,Rheinland Plant,918,140.28,128777.04,19,30,False
500430,2024-08-08,ElectroParts Co,Rheinland Plant,329,193.99,63822.71,25,30,False
500431,2024-08-09,FastenRight Supply,Riverside Plant,496,318.44,157946.24,7,11,False
500432,2024-08-09,SealTech Polymers,Rheinland Plant,878,48.23,42345.94,29,29,True
500433,2024-08-09,PrecisionCast Foundry,Rheinland Plant,486,384.45,186842.7,7,8,False
500434,2024-08-09,ElectroParts Co,Riverside Plant,998,476.83,475876.34,5,10,False
500435,2024-08-09,GE Power Systems,Riverside Plant,352,417.06,146805.12,14,13,True
500436,2024-08-10,ElectroParts Co,Rheinland Plant,771,24.26,18704.46,13,21,False
500437,2024-08-10,Siemens Industrial,Riverside Plant,507,352.61,178773.27,18,24,False
500438,2024-08-10,ElectroParts Co,Riverside Plant,707,350.02,247464.14,18,20,False
500439,2024-08-10,SealTech Polymers,Riverside Plant,563,171.1,96329.3,5,5,True
500440,2024-08-10,SealTech Polymers,Riverside Plant,540,93.71,50603.4,24,30,False
500441,2024-08-11,Siemens Industrial,Riverside Plant,543,321.47,174558.21,26,34,False
500442,2024-08-11,GE Power Systems,Riverside Plant,79,331.1,26156.9,16,20,False
500443,2024-08-11,GE Power Systems,Rheinland Plant,506,270.17,136706.02,6,13,False
500444,2024-08-11,Honeywell Sensing,Rheinland Plant,678,394.0,267132.0,11,14,False
500445,2024-08-11,GE Power Systems,Riverside Plant,449,225.02,101033.98,20,20,True
500446,2024-08-11,Honeywell Sensing,Riverside Plant,498,391.15,194792.7,18,23,False
500447,2024-08-12,FastenRight Supply,Rheinland Plant,80,466.34,37307.2,5,14,False
500448,2024-08-12,PrecisionCast Foundry,Rheinland Plant,749,307.15,230055.35,14,17,False
500449,2024-08-12,BearingWorks Ltd,Riverside Plant,158,33.67,5319.86,11,19,False
500450,2024-08-12,BearingWorks Ltd,Riverside Plant,956,487.35,465906.6,20,29,False
500451,2024-08-13,FastenRight Supply,Riverside Plant,173,423.36,73241.28,12,11,True
500452,2024-08-13,SealTech Polymers,Riverside Plant,406,303.66,123285.96,25,32,False
500453,2024-08-13,NordSteel AG,Riverside Plant,315,208.07,65542.05,25,23,True
500454,2024-08-13,PrecisionCast Foundry,Riverside Plant,194,138.08,26787.52,6,9,False
500455,2024-08-13,Honeywell Sensing,Riverside Plant,633,119.62,75719.46,22,33,False
500456,2024-08-13,SealTech Polymers,Riverside Plant,19,434.67,8258.73,7,8,False
500457,2024-08-13,BearingWorks Ltd,Riverside Plant,158,361.6,57132.8,13,18,False
500458,2024-08-14,FastenRight Supply,Riverside Plant,714,42.01,29995.14,25,25,True
500459,2024-08-14,Honeywell Sensing,Rheinland Plant,441,266.26,117420.66,21,32,False
500460,2024-08-14,SealTech Polymers,Riverside Plant,975,278.86,271888.5,16,21,False
500461,2024-08-14,SealTech Polymers,Rheinland Plant,546,201.38,109953.48,23,28,False
500462,2024-08-14,Siemens Industrial,Rheinland Plant,279,77.55,21636.45,13,21,False
500463,2024-08-14,SealTech Polymers,Rheinland Plant,453,158.6,71845.8,7,8,False
500464,2024-08-14,CopperLine Metals,Rheinland Plant,842,24.46,20595.32,13,15,False
500465,2024-08-14,CopperLine Metals,Riverside Plant,185,257.74,47681.9,3,5,False
500466,2024-08-14,ElectroParts Co,Rheinland Plant,470,292.34,137399.8,24,24,True
500467,2024-08-14,CopperLine Metals,Rheinland Plant,349,160.37,55969.13,11,9,True
500468,2024-08-15,ElectroParts Co,Rheinland Plant,779,94.47,73592.13,9,12,False
500469,2024-08-15,SealTech Polymers,Riverside Plant,33,55.66,1836.78,6,5,True
500470,2024-08-15,GE Power Systems,Riverside Plant,904,43.29,39134.16,12,20,False
500471,2024-08-15,CopperLine Metals,Rheinland Plant,693,17.85,12370.05,28,29,False
500472,2024-08-15,BearingWorks Ltd,Riverside Plant,689,235.91,162541.99,21,26,False
500473,2024-08-16,SealTech Polymers,Rheinland Plant,105,388.15,40755.75,27,25,True
500474,2024-08-16,GE Power Systems,Riverside Plant,143,145.92,20866.56,13,14,False
500475,2024-08-16,NordSteel AG,Riverside Plant,923,253.22,233722.06,27,25,True
500476,2024-08-16,SealTech Polymers,Rheinland Plant,838,32.2,26983.6,18,25,False
500477,2024-08-16,SealTech Polymers,Riverside Plant,465,444.36,206627.4,17,22,False
500478,2024-08-16,Honeywell Sensing,Riverside Plant,835,106.86,89228.1,8,14,False
500479,2024-08-16,FastenRight Supply,Riverside Plant,127,441.88,56118.76,9,11,False
500480,2024-08-17,NordSteel AG,Rheinland Plant,716,170.21,121870.36,4,3,True
500481,2024-08-17,Honeywell Sensing,Rheinland Plant,717,137.8,98802.6,16,27,False
500482,2024-08-17,CopperLine Metals,Rheinland Plant,866,266.43,230728.38,17,20,False
500483,2024-08-17,CopperLine Metals,Riverside Plant,950,217.7,206815.0,3,4,False
500484,2024-08-18,NordSteel AG,Riverside Plant,903,300.16,271044.48,14,15,False
500485,2024-08-18,NordSteel AG,Riverside Plant,530,407.94,216208.2,28,27,True
500486,2024-08-18,NordSteel AG,Riverside Plant,482,254.98,122900.36,15,23,False
500487,2024-08-18,Siemens Industrial,Riverside Plant,36,485.96,17494.56,10,14,False
500488,2024-08-18,ElectroParts Co,Rheinland Plant,442,120.02,53048.84,23,28,False
500489,2024-08-18,BearingWorks Ltd,Riverside Plant,968,330.13,319565.84,6,17,False
500490,2024-08-18,SealTech Polymers,Riverside Plant,885,129.71,114793.35,19,27,False
500491,2024-08-18,FastenRight Supply,Rheinland Plant,197,253.78,49994.66,5,10,False
500492,2024-08-19,Honeywell Sensing,Rheinland Plant,287,115.69,33203.03,16,15,True
500493,2024-08-19,NordSteel AG,Rheinland Plant,485,421.18,204272.3,19,24,False
500494,2024-08-19,FastenRight Supply,Rheinland Plant,186,409.76,76215.36,26,33,False
500495,2024-08-19,NordSteel AG,Riverside Plant,915,138.21,126462.15,17,20,False
500496,2024-08-20,FastenRight Supply,Riverside Plant,293,176.8,51802.4,23,25,False
500497,2024-08-20,BearingWorks Ltd,Riverside Plant,180,303.88,54698.4,9,8,True
500498,2024-08-21,BearingWorks Ltd,Rheinland Plant,510,374.71,191102.1,24,24,True
500499,2024-08-21,FastenRight Supply,Rheinland Plant,356,490.04,174454.24,24,33,False
500500,2024-08-21,Siemens Industrial,Riverside Plant,995,228.39,227248.05,26,32,False
500501,2024-08-21,NordSteel AG,Riverside Plant,495,341.96,169270.2,16,22,False
500502,2024-08-21,FastenRight Supply,Riverside Plant,472,291.78,137720.16,18,17,True
500503,2024-08-21,Honeywell Sensing,Rheinland Plant,738,17.76,13106.88,11,10,True
500504,2024-08-21,GE Power Systems,Riverside Plant,316,155.97,49286.52,11,10,True
500505,2024-08-21,Honeywell Sensing,Riverside Plant,736,470.0,345920.0,10,17,False
500506,2024-08-22,CopperLine Metals,Riverside Plant,40,396.73,15869.2,14,15,False
500507,2024-08-22,FastenRight Supply,Riverside Plant,560,438.28,245436.8,24,34,False
500508,2024-08-22,Siemens Industrial,Riverside Plant,310,377.15,116916.5,23,27,False
500509,2024-08-22,ElectroParts Co,Riverside Plant,903,133.72,120749.16,19,17,True
500510,2024-08-22,ElectroParts Co,Rheinland Plant,456,26.02,11865.12,17,15,True
500511,2024-08-22,SealTech Polymers,Rheinland Plant,301,86.69,26093.69,22,23,False
500512,2024-08-22,NordSteel AG,Rheinland Plant,165,456.22,75276.3,11,19,False
500513,2024-08-22,GE Power Systems,Riverside Plant,135,184.02,24842.7,6,15,False
500514,2024-08-22,FastenRight Supply,Rheinland Plant,536,26.11,13994.96,19,20,False
500515,2024-08-22,Honeywell Sensing,Riverside Plant,456,29.1,13269.6,24,31,False
500516,2024-08-22,Honeywell Sensing,Riverside Plant,333,157.51,52450.83,17,21,False
500517,2024-08-22,CopperLine Metals,Riverside Plant,239,254.38,60796.82,18,24,False
500518,2024-08-23,Honeywell Sensing,Riverside Plant,885,78.37,69357.45,24,34,False
500519,2024-08-23,GE Power Systems,Rheinland Plant,284,29.19,8289.96,13,20,False
500520,2024-08-23,CopperLine Metals,Riverside Plant,975,138.05,134598.75,6,7,False
500521,2024-08-23,ElectroParts Co,Riverside Plant,364,407.42,148300.88,27,32,False
500522,2024-08-23,BearingWorks Ltd,Riverside Plant,797,331.61,264293.17,7,14,False
500523,2024-08-23,Honeywell Sensing,Riverside Plant,777,452.68,351732.36,7,13,False
500524,2024-08-23,SealTech Polymers,Rheinland Plant,22,76.38,1680.36,23,32,False
500525,2024-08-23,FastenRight Supply,Rheinland Plant,108,241.79,26113.32,6,10,False
500526,2024-08-24,GE Power Systems,Riverside Plant,671,421.61,282900.31,16,14,True
500527,2024-08-24,Honeywell Sensing,Rheinland Plant,480,387.77,186129.6,8,7,True
500528,2024-08-24,SealTech Polymers,Riverside Plant,461,50.95,23487.95,10,14,False
500529,2024-08-24,NordSteel AG,Rheinland Plant,596,345.77,206078.92,18,23,False
500530,2024-08-24,ElectroParts Co,Rheinland Plant,826,75.05,61991.3,5,16,False
500531,2024-08-24,Siemens Industrial,Riverside Plant,458,233.66,107016.28,16,14,True
500532,2024-08-25,NordSteel AG,Rheinland Plant,17,331.58,5636.86,5,3,True
500533,2024-08-25,CopperLine Metals,Riverside Plant,335,169.86,56903.1,14,24,False
500534,2024-08-25,PrecisionCast Foundry,Riverside Plant,140,324.38,45413.2,21,31,False
500535,2024-08-25,Honeywell Sensing,Rheinland Plant,787,132.35,104159.45,6,7,False
500536,2024-08-25,FastenRight Supply,Riverside Plant,766,99.31,76071.46,16,22,False
500537,2024-08-25,FastenRight Supply,Riverside Plant,32,181.89,5820.48,24,28,False
500538,2024-08-26,Honeywell Sensing,Riverside Plant,935,384.57,359572.95,22,29,False
500539,2024-08-26,Honeywell Sensing,Rheinland Plant,367,383.84,140869.28,6,15,False
500540,2024-08-26,GE Power Systems,Rheinland Plant,614,297.35,182572.9,28,35,False
500541,2024-08-26,ElectroParts Co,Rheinland Plant,202,332.77,67219.54,24,33,False
500542,2024-08-26,ElectroParts Co,Riverside Plant,746,202.72,151229.12,9,7,True
500543,2024-08-26,ElectroParts Co,Rheinland Plant,574,433.17,248639.58,3,2,True
